R	2898:12664	141:124	NAVIGATE	hotspot/state · Pages · empty
R	2898:12663	141:78	NAVIGATE	hotspot/state · Pages · bulk-select
R	2898:12662	1171:4767	NAVIGATE	hotspot/state · Pages · command-palette
R	2898:12661	1171:4713	NAVIGATE	hotspot/state · Pages · context-menu
R	2898:12660	833:4518	NAVIGATE	hotspot/return · publish readiness
R	2898:12659	52:2	NAVIGATE	hotspot/back · to editor
R	2898:12658	782:4212	NAVIGATE	hotspot/state · Pages · no-results
R	2898:12656	302:1978	NAVIGATE	hotspot/state · S3.7 · page-settings · SEO
R	2898:12654	295:1972	NAVIGATE	Add page
R	2898:12631	302:1978	NAVIGATE	Row · Home
R	2898:12627	141:2	NAVIGATE	▾
R	2898:12624	141:207	NAVIGATE	Structure link (ink)
R	2898:12622	141:207	NAVIGATE	⊞ Listings
N	2898:21981	Pages · tree · homepage by position (of 140:2)	FRAME	2800,15970,280,812	true	VERTICAL	38	true
K	2898:21982	INSTANCE	2800,15970,280,44	true	false	Panel header
K	2898:21983	FRAME	2800,16014,280,36	true	true	Search
K	2898:21989	FRAME	2800,16050,280,32	true	true	Row · Marketing
K	2898:21995	FRAME	2800,16082,280,32	true	true	Row · Home
K	2898:22000	FRAME	2800,16114,280,32	true	true	Row · Menu
K	2898:22003	FRAME	2800,16146,280,32	true	true	Row · Contact
K	2898:22007	FRAME	2800,16178,280,32	true	true	Row · Legal
K	2898:22013	FRAME	2800,16210,280,32	true	true	Row · About
K	2898:22017	FRAME	2800,16242,280,129	true	true	spacer
K	2898:22018	FRAME	2800,16371,280,36	true	true	Add page
K	2898:22020	FRAME	2800,16748,150,34	true	true	hotspot/state · S3.7 · page-settings · SEO
K	2898:22021	FRAME	2800,16712,160,34	true	false	hotspot/state · Pages · loading
K	2898:22022	FRAME	2920,16712,160,34	true	false	hotspot/state · Pages · no-results
K	2898:22023	FRAME	2800,16407,36,36	true	true	hotspot/back · to editor
K	2898:22024	FRAME	2800,16443,140,28	true	false	hotspot/return · publish readiness
K	2898:22025	FRAME	2800,16744,280,34	true	false	hotspot/state · Pages · context-menu
K	2898:22026	FRAME	2800,16744,280,34	true	false	hotspot/state · Pages · command-palette
K	2898:22027	FRAME	2970,16676,110,34	true	true	hotspot/state · Pages · bulk-select
K	2898:22028	FRAME	2800,16642,140,34	true	true	hotspot/state · Pages · empty
K	2898:22029	FRAME	2940,16642,140,34	true	true	hotspot/state · Pages · load-error
K	2898:22030	FRAME	2800,16726,150,28	true	false	hotspot/state · page-settings · save-failed
K	2898:22032	FRAME	2930,16754,150,28	true	false	hotspot/state · page-settings · crash
K	2898:22034	FRAME	2930,16754,150,28	true	false	hotspot/state · rename · name-conflict
K	2898:22036	RECTANGLE	2995,16018,81,27	true		hotspot/state · Pages · structure
K	2898:22037	TEXT	2800,16471,248,13	true		note/folders-are-local
K	2898:22038	RECTANGLE	2800,16484,280,1	true		rule/generated-top
K	2898:22039	TEXT	2800,16485,89,20	true		grp/from-blog
K	2898:22040	TEXT	2800,16505,14,16	true		grp/from-blog-count
K	2898:22041	TEXT	2800,16521,228,26	true		grp/from-blog-sub
K	2898:22042	RECTANGLE	2800,16547,280,1	true		rule/generated-end
C	2898:21981	texts=36
T	2898:22056	2822,16558,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · rename-url-offer	Pages · rename · URL offer
T	2898:22054	2822,16522,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · bulk-toast	Pages · bulk · one toast
T	2898:22052	2822,16486,138,12	10	Medium	false	HEIGHT	hotspot/state · Pages · local-only	Pages · local-only
